StudentID,Rank,Major,Item,Response
1099,junior,science,1,5
1100,junior,non-science,1,5
1101,freshman,science,1,5
1102,junior,non-science,1,4
1103,junior,non-science,1,5
1104,senior,science,1,5
1105,graduate,non-science,1,5
1106,senior,science,1,5
1107,sophomore,science,1,5
1108,senior,science,1,4
1109,senior,non-science,1,4
1110,senior,non-science,1,4
1111,sophomore,non-science,1,5
1112,sophomore,non-science,1,5
1113,sophomore,non-science,1,5
1114,senior,non-science,1,5
1115,graduate,non-science,1,5
1116,graduate,science,1,4
1117,graduate,science,1,5
1118,graduate,science,1,5
1119,senior,science,1,4
1120,junior,non-science,1,5
1121,senior,non-science,1,4
1122,junior,non-science,1,5
1123,junior,science,1,5
1124,sophomore,science,1,5
1125,junior,non-science,1,5
1126,sophomore,science,1,5
1127,junior,non-science,1,5
1128,junior,non-science,1,5
1129,senior,non-science,1,5
1130,senior,non-science,1,5
1131,senior,science,1,4
1132,junior,science,1,5
1133,junior,science,1,5
1134,graduate,non-science,1,2
1135,senior,science,1,4
1136,senior,science,1,5
1137,junior,non-science,1,5
1138,sophomore,science,1,5
1139,junior,non-science,1,4
1140,sophomore,science,1,4
1141,junior,science,1,5
1142,junior,non-science,1,4
1143,senior,science,1,5
1144,freshman,non-science,1,4
1145,sophomore,science,1,5
1146,junior,non-science,1,5
1147,graduate,non-science,1,4
1148,graduate,science,1,5
1149,graduate,science,1,4
1150,graduate,science,1,5
1151,graduate,science,1,5
1152,junior,non-science,1,4
1153,freshman,science,1,5
1154,senior,non-science,1,4
1155,junior,non-science,1,4
1156,senior,science,1,3
1157,graduate,science,1,5
1158,junior,science,1,5
1159,junior,non-science,1,5
1160,senior,science,1,4
1161,senior,science,1,5
1162,freshman,science,1,5
1163,junior,non-science,1,5
1164,sophomore,science,1,4
1165,junior,science,1,5
1166,junior,science,1,5
1167,junior,non-science,1,5
1168,senior,non-science,1,5
1169,graduate,non-science,1,5
1170,graduate,non-science,1,5
1171,freshman,science,1,5
1172,senior,science,1,5
1173,junior,science,1,5
1174,graduate,science,1,5
1175,graduate,non-science,1,5
1176,graduate,science,1,5
1177,senior,science,1,4
1178,freshman,science,1,5
1179,junior,science,1,5
1180,freshman,science,1,5
1181,sophomore,science,1,5
1182,freshman,science,1,5
1183,freshman,science,1,5
1184,sophomore,science,1,5
1185,freshman,non-science,1,5
1186,senior,science,1,5
1187,junior,science,1,4
1188,senior,non-science,1,5
1189,senior,science,1,5
1190,junior,science,1,4
1191,junior,science,1,5
1192,senior,science,1,5
1193,senior,science,1,5
1194,junior,science,1,4
1195,junior,science,1,4
1196,graduate,non-science,1,4
1197,graduate,non-science,1,4
1198,graduate,non-science,1,4
1199,graduate,science,1,3
1200,graduate,non-science,1,5
1201,graduate,non-science,1,5
1202,graduate,non-science,1,5
1203,freshman,science,1,5
1204,junior,science,1,4
1205,senior,non-science,1,4
1206,junior,science,1,3
1207,senior,science,1,5
1208,graduate,science,1,4
1209,sophomore,non-science,1,2
1210,freshman,science,1,3
1211,junior,non-science,1,5
1212,sophomore,science,1,3
1213,senior,science,1,4
1214,junior,science,1,5
1215,senior,science,1,4
1216,senior,non-science,1,3
1217,senior,non-science,1,4
1218,senior,science,1,5
1219,senior,science,1,3
1220,senior,science,1,5
1221,senior,non-science,1,5
1222,junior,science,1,5
1223,senior,science,1,5
1224,junior,science,1,5
1225,senior,science,1,4
1226,junior,non-science,1,4
1227,senior,science,1,4
1228,senior,science,1,2
1229,senior,science,1,5
1230,junior,science,1,5
1231,senior,non-science,1,5
1232,freshman,non-science,1,5
1,senior,non-science,2,5
2,senior,science,2,4
3,senior,non-science,2,4
4,senior,science,2,4
5,senior,science,2,5
6,senior,science,2,5
7,senior,science,2,5
8,senior,non-science,2,5
9,junior,science,2,5
10,junior,science,2,4
11,graduate,non-science,2,5
12,junior,non-science,2,5
13,junior,non-science,2,5
14,NA,science,2,4
15,sophomore,non-science,2,5
16,junior,non-science,2,5
17,sophomore,non-science,2,5
18,junior,science,2,5
19,freshman,non-science,2,4
20,freshman,science,2,5
21,sophomore,non-science,2,5
22,freshman,science,2,4
23,freshman,science,2,5
24,freshman,non-science,2,5
25,sophomore,science,2,5
26,freshman,science,2,5
27,freshman,science,2,4
28,freshman,non-science,2,4
29,junior,non-science,2,5
30,freshman,science,2,4
31,freshman,science,2,5
32,freshman,non-science,2,5
33,junior,non-science,2,5
34,freshman,science,2,5
35,freshman,non-science,2,5
36,junior,non-science,2,4
37,freshman,non-science,2,5
38,sophomore,non-science,2,3
39,freshman,non-science,2,4
40,freshman,science,2,5
41,senior,non-science,2,5
42,junior,science,2,5
43,senior,non-science,2,4
44,senior,science,2,4
45,senior,non-science,2,4
46,graduate,science,2,5
47,sophomore,science,2,4
48,freshman,science,2,5
49,freshman,non-science,2,4
50,freshman,non-science,2,5
51,freshman,non-science,2,4
52,senior,non-science,2,4
53,graduate,science,2,5
54,sophomore,non-science,2,5
55,sophomore,non-science,2,4
56,sophomore,non-science,2,3
57,senior,non-science,2,5
58,junior,science,2,4
59,junior,science,2,4
60,junior,science,2,4
61,sophomore,science,2,4
62,freshman,non-science,2,5
63,freshman,science,2,4
64,freshman,non-science,2,4
65,freshman,science,2,5
66,freshman,non-science,2,1
67,sophomore,science,2,4
68,sophomore,science,2,5
69,sophomore,science,2,5
70,sophomore,science,2,5
71,sophomore,non-science,2,5
72,junior,science,2,5
73,freshman,science,2,5
74,sophomore,NA,2,5
75,sophomore,science,2,5
76,sophomore,science,2,5
77,senior,science,2,5
78,freshman,non-science,2,5
79,freshman,non-science,2,5
80,sophomore,science,2,5
81,freshman,non-science,2,5
82,junior,non-science,2,5
83,junior,science,2,4
84,sophomore,non-science,2,5
85,sophomore,non-science,2,5
86,sophomore,science,2,5
87,freshman,science,2,5
88,sophomore,science,2,5
89,senior,non-science,2,5
90,sophomore,science,2,5
91,freshman,science,2,5
92,graduate,non-science,2,5
93,freshman,science,2,5
94,sophomore,non-science,2,4
95,sophomore,non-science,2,5
96,junior,science,2,5
97,junior,science,2,5
98,freshman,non-science,2,5
99,freshman,science,2,5
100,NA,science,2,5
101,freshman,non-science,2,5
102,freshman,science,2,5
103,freshman,science,2,4
104,senior,non-science,2,5
105,senior,science,2,4
106,junior,science,2,1
107,senior,science,2,4
108,junior,science,2,4
109,junior,non-science,2,5
110,junior,science,2,4
111,senior,non-science,2,5
112,senior,science,2,4
113,freshman,science,2,5
114,senior,science,2,5
115,junior,science,2,5
116,freshman,science,2,4
117,sophomore,non-science,2,3
118,senior,science,2,4
119,senior,non-science,2,4
120,senior,science,2,4
121,junior,science,2,4
122,senior,non-science,2,4
123,junior,science,2,3
124,sophomore,science,2,4
125,graduate,science,2,5
126,graduate,science,2,5
127,junior,non-science,2,5
128,senior,science,2,5
129,junior,science,2,5
130,junior,science,2,5
131,graduate,science,2,5
132,graduate,non-science,2,4
133,senior,science,2,5
134,freshman,science,2,5
135,freshman,science,2,4
136,freshman,non-science,2,4
137,freshman,non-science,2,4
138,junior,non-science,2,5
139,freshman,science,2,4
140,freshman,non-science,2,5
141,freshman,non-science,2,5
142,freshman,non-science,2,4
143,freshman,non-science,2,5
144,graduate,science,2,5
145,graduate,science,2,5
146,senior,non-science,2,4
147,senior,non-science,2,5
148,junior,non-science,2,5
149,senior,NA,2,5
150,junior,non-science,2,5
151,senior,non-science,2,5
152,senior,non-science,2,5
153,senior,non-science,2,5
154,graduate,science,2,5
155,junior,non-science,2,5
156,senior,non-science,2,5
157,senior,non-science,2,5
158,junior,non-science,2,5
159,freshman,science,2,5
160,junior,non-science,2,5
161,junior,science,2,4
162,senior,non-science,2,4
163,sophomore,non-science,2,5
164,sophomore,non-science,2,5
165,freshman,science,2,4
166,junior,non-science,2,5
167,sophomore,non-science,2,5
168,graduate,non-science,2,5
169,freshman,non-science,2,5
170,freshman,non-science,2,4
171,junior,science,2,5
172,freshman,science,2,5
173,freshman,science,2,5
174,freshman,science,2,5
175,junior,science,2,4
176,junior,science,2,4
177,senior,science,2,5
178,senior,science,2,4
179,junior,science,2,4
180,junior,non-science,2,3
181,sophomore,science,2,4
182,junior,non-science,2,5
183,senior,non-science,2,4
184,junior,science,2,5
185,junior,non-science,2,4
186,junior,science,2,5
187,senior,science,2,4
188,junior,non-science,2,4
189,senior,science,2,4
190,sophomore,non-science,2,3
191,junior,non-science,2,5
192,junior,non-science,2,4
193,junior,science,2,5
194,senior,science,2,4
195,senior,science,2,4
196,senior,non-science,2,5
197,junior,science,2,4
198,senior,non-science,2,4
199,junior,science,2,5
200,senior,non-science,2,4
201,senior,non-science,2,4
202,senior,non-science,2,4
203,senior,non-science,2,5
204,senior,science,2,5
205,sophomore,non-science,2,5
206,senior,non-science,2,4
207,senior,non-science,2,5
208,senior,non-science,2,5
209,senior,science,2,5
210,senior,non-science,2,5
211,senior,non-science,2,5
212,junior,science,2,4
213,senior,science,2,5
214,senior,non-science,2,5
215,senior,non-science,2,5
216,senior,non-science,2,4
217,senior,non-science,2,5
218,senior,science,2,5
219,senior,non-science,2,5
220,senior,science,2,5
221,freshman,science,2,4
222,freshman,non-science,2,3
223,freshman,science,2,4
224,freshman,non-science,2,3
225,junior,non-science,2,4
226,sophomore,science,2,5
227,graduate,science,2,5
228,senior,non-science,2,5
229,senior,non-science,2,5
230,senior,science,2,5
231,senior,non-science,2,5
232,junior,science,2,5
233,graduate,non-science,2,5
234,graduate,science,2,5
235,senior,non-science,2,5
236,junior,non-science,2,4
237,junior,non-science,2,2
238,senior,non-science,2,4
239,senior,science,2,4
240,junior,non-science,2,5
241,senior,science,2,4
242,junior,non-science,2,3
243,senior,non-science,2,5
244,junior,non-science,2,5
245,freshman,science,2,4
246,senior,science,2,5
247,junior,science,2,5
248,junior,non-science,2,5
249,sophomore,non-science,2,5
250,junior,science,2,3
251,junior,non-science,2,5
252,freshman,non-science,2,5
253,freshman,non-science,2,5
254,junior,science,2,5
255,junior,science,2,4
256,junior,science,2,4
257,freshman,non-science,2,5
258,sophomore,science,2,4
259,senior,non-science,2,5
260,junior,science,2,5
261,sophomore,science,2,4
262,junior,non-science,2,4
263,junior,non-science,2,4
264,freshman,non-science,2,4
265,freshman,science,2,4
266,junior,science,2,4
267,freshman,non-science,2,4
268,sophomore,science,2,4
269,sophomore,non-science,2,5
270,sophomore,non-science,2,5
271,freshman,science,2,4
272,sophomore,non-science,2,5
273,senior,science,2,5
274,junior,non-science,2,5
275,sophomore,science,2,4
276,freshman,science,2,5
277,sophomore,non-science,2,5
278,freshman,non-science,2,5
279,graduate,non-science,2,5
280,freshman,science,2,5
281,junior,science,2,5
282,freshman,science,2,5
283,sophomore,science,2,5
284,sophomore,non-science,2,1
285,freshman,science,2,5
286,junior,science,2,5
287,sophomore,science,2,5
288,freshman,non-science,2,5
289,freshman,non-science,2,5
290,freshman,non-science,2,4
291,freshman,science,2,5
292,sophomore,non-science,2,4
293,freshman,non-science,2,5
294,senior,non-science,2,4
295,graduate,non-science,2,5
296,NA,non-science,2,5
297,senior,science,2,4
298,senior,science,2,4
299,junior,non-science,2,5
300,senior,non-science,2,5
301,senior,science,2,5
302,senior,non-science,2,5
303,sophomore,science,2,5
304,freshman,science,2,4
305,freshman,science,2,2
306,junior,non-science,2,1
307,freshman,non-science,2,3
308,freshman,science,2,5
309,freshman,science,2,3
310,senior,non-science,2,4
311,freshman,non-science,2,4
312,sophomore,non-science,2,4
313,freshman,non-science,2,4
314,junior,non-science,2,5
315,sophomore,non-science,2,5
316,freshman,science,2,5
317,freshman,non-science,2,5
318,junior,non-science,2,4
319,freshman,non-science,2,4
320,freshman,non-science,2,5
321,freshman,non-science,2,4
322,freshman,science,2,5
323,freshman,non-science,2,5
324,freshman,science,2,4
325,freshman,non-science,2,5
326,freshman,science,2,5
327,freshman,science,2,4
328,freshman,non-science,2,5
329,sophomore,non-science,2,5
330,freshman,science,2,5
331,freshman,science,2,5
332,sophomore,non-science,2,5
333,freshman,non-science,2,5
334,freshman,science,2,5
335,sophomore,science,2,4
336,freshman,science,2,4
337,sophomore,science,2,5
338,freshman,non-science,2,5
339,freshman,science,2,5
340,freshman,science,2,4
341,sophomore,science,2,5
342,freshman,non-science,2,5
343,freshman,science,2,5
344,sophomore,non-science,2,5
345,freshman,science,2,5
346,freshman,science,2,5
347,freshman,science,2,5
348,freshman,science,2,3
349,sophomore,science,2,4
350,freshman,non-science,2,4
351,freshman,non-science,2,5
352,junior,non-science,2,5
353,freshman,science,2,5
354,freshman,science,2,5
355,freshman,science,2,5
356,sophomore,non-science,2,4
357,sophomore,science,2,4
358,junior,science,2,5
359,junior,science,2,5
360,junior,non-science,2,5
361,sophomore,science,2,5
362,sophomore,non-science,2,4
363,freshman,science,2,4
364,junior,science,2,3
365,junior,non-science,2,5
366,senior,non-science,2,5
367,sophomore,non-science,2,4
368,junior,non-science,2,2
369,junior,science,2,5
370,senior,science,2,4
371,junior,science,2,4
372,graduate,non-science,2,5
373,sophomore,science,2,5
374,junior,science,2,5
375,sophomore,non-science,2,4
376,sophomore,science,2,5
377,freshman,non-science,2,4
378,sophomore,non-science,2,5
379,sophomore,science,2,4
380,freshman,non-science,2,5
381,freshman,science,2,5
382,freshman,non-science,2,5
383,sophomore,non-science,2,5
384,sophomore,non-science,2,4
385,sophomore,non-science,2,5
386,junior,non-science,2,5
387,graduate,non-science,2,5
388,sophomore,science,2,4
389,senior,non-science,2,5
390,sophomore,non-science,2,4
391,senior,science,2,5
392,junior,science,2,5
393,junior,science,2,5
394,senior,non-science,2,5
395,junior,science,2,5
396,junior,science,2,5
397,junior,non-science,2,5
398,freshman,science,2,4
399,sophomore,non-science,2,4
400,senior,science,2,4
401,freshman,science,2,4
402,graduate,science,2,5
403,senior,science,2,4
404,senior,science,2,4
405,senior,science,2,5
406,senior,science,2,5
407,senior,science,2,5
408,graduate,non-science,2,3
409,senior,non-science,2,4
410,senior,science,2,5
411,graduate,non-science,2,5
412,graduate,science,2,5
413,graduate,science,2,5
414,junior,science,2,5
415,sophomore,science,2,3
416,freshman,science,2,4
417,sophomore,non-science,2,3
418,freshman,science,2,3
419,senior,science,2,3
420,sophomore,science,2,4
421,senior,science,2,3
422,freshman,science,2,2
423,graduate,non-science,2,5
424,freshman,science,2,5
425,sophomore,non-science,2,5
426,freshman,science,2,5
427,junior,science,2,5
428,junior,science,2,4
429,junior,science,2,5
430,junior,non-science,2,5
431,freshman,science,2,5
432,freshman,science,2,5
433,junior,science,2,4
434,junior,science,2,5
435,junior,science,2,4
436,freshman,non-science,2,4
437,sophomore,science,2,5
438,junior,non-science,2,5
439,freshman,science,2,5
440,freshman,non-science,2,5
441,freshman,non-science,2,4
442,junior,science,2,5
443,junior,non-science,2,5
444,junior,non-science,2,2
445,freshman,non-science,2,4
446,junior,science,2,5
447,senior,science,2,4
448,junior,non-science,2,5
449,junior,non-science,2,5
450,senior,non-science,2,5
451,junior,science,2,5
452,graduate,science,2,5
453,junior,non-science,2,5
454,senior,non-science,2,5
455,junior,science,2,5
456,sophomore,science,2,4
457,junior,non-science,2,4
458,junior,science,2,5
459,senior,science,2,4
460,junior,non-science,2,5
461,junior,science,2,5
462,junior,non-science,2,4
463,sophomore,science,2,4
464,sophomore,non-science,2,5
465,senior,non-science,2,4
466,senior,non-science,2,5
467,junior,science,2,3
468,sophomore,science,2,4
469,senior,science,2,5
470,junior,science,2,5
471,junior,science,2,5
472,sophomore,science,2,5
473,junior,science,2,4
474,junior,science,2,4
475,senior,non-science,2,3
476,graduate,science,2,5
477,graduate,science,2,4
478,graduate,science,2,3
479,graduate,science,2,4
480,graduate,science,2,2
481,graduate,science,2,4
482,graduate,science,2,5
483,graduate,science,2,2
484,graduate,science,2,5
485,graduate,science,2,5
486,junior,science,2,4
487,junior,science,2,4
488,junior,science,2,4
489,junior,science,2,4
490,junior,science,2,4
491,junior,science,2,5
492,junior,science,2,5
493,freshman,science,2,4
494,sophomore,science,2,5
495,senior,non-science,2,5
496,senior,non-science,2,4
497,junior,non-science,2,5
498,junior,non-science,2,5
499,senior,science,2,4
500,junior,science,2,5
501,junior,non-science,2,4
502,senior,non-science,2,5
503,senior,science,2,5
504,senior,science,2,5
505,senior,science,2,5
506,senior,non-science,2,5
507,senior,science,2,5
508,sophomore,non-science,2,5
509,junior,non-science,2,5
510,sophomore,non-science,2,5
511,junior,non-science,2,4
512,sophomore,science,2,5
513,junior,non-science,2,5
514,sophomore,non-science,2,5
515,junior,non-science,2,5
516,sophomore,non-science,2,5
517,sophomore,science,2,5
518,sophomore,non-science,2,5
519,junior,science,2,5
520,sophomore,non-science,2,5
521,senior,non-science,2,5
522,sophomore,science,2,5
523,sophomore,science,2,5
524,junior,science,2,5
525,sophomore,science,2,5
526,sophomore,non-science,2,5
527,freshman,science,2,5
528,sophomore,non-science,2,4
529,sophomore,non-science,2,5
530,sophomore,science,2,4
531,sophomore,science,2,5
532,sophomore,science,2,5
533,junior,non-science,2,4
534,senior,non-science,2,5
535,junior,science,2,5
536,sophomore,non-science,2,5
537,sophomore,non-science,2,5
538,junior,non-science,2,4
539,sophomore,non-science,2,5
540,junior,non-science,2,5
541,sophomore,science,2,5
542,sophomore,non-science,2,5
543,sophomore,science,2,5
544,senior,non-science,2,5
545,sophomore,science,2,5
546,sophomore,science,2,5
547,sophomore,science,2,5
548,senior,science,2,4
549,sophomore,non-science,2,5
550,junior,science,2,5
551,junior,non-science,2,5
552,sophomore,non-science,2,5
553,sophomore,non-science,2,5
554,junior,non-science,2,5
555,sophomore,science,2,5
556,sophomore,science,2,5
557,sophomore,science,2,5
558,sophomore,science,2,5
559,sophomore,science,2,5
560,sophomore,science,2,5
561,senior,science,2,4
562,junior,science,2,2
563,senior,science,2,4
564,senior,science,2,4
565,graduate,science,2,5
566,graduate,science,2,5
567,graduate,non-science,2,3
568,graduate,science,2,4
569,graduate,science,2,5
570,graduate,non-science,2,4
571,graduate,non-science,2,4
572,junior,science,2,3
573,senior,science,2,4
574,junior,science,2,2
575,junior,science,2,5
576,senior,science,2,5
577,junior,non-science,2,5
578,junior,science,2,5
579,sophomore,science,2,5
580,junior,non-science,2,4
581,senior,non-science,2,5
582,junior,non-science,2,5
583,sophomore,science,2,5
584,senior,science,2,5
585,junior,science,2,4
586,junior,science,2,4
587,sophomore,science,2,5
588,junior,science,2,3
589,senior,science,2,4
590,junior,science,2,5
591,graduate,non-science,2,4
592,graduate,science,2,5
593,senior,science,2,4
594,junior,non-science,2,4
595,graduate,science,2,5
596,graduate,science,2,4
597,graduate,science,2,5
598,senior,science,2,5
599,senior,non-science,2,5
600,senior,science,2,5
601,junior,science,2,5
602,senior,non-science,2,4
603,senior,science,2,5
604,senior,science,2,5
605,senior,non-science,2,5
606,senior,non-science,2,4
607,senior,non-science,2,5
608,sophomore,non-science,2,5
609,senior,non-science,2,4
610,junior,non-science,2,3
611,senior,non-science,2,4
612,senior,non-science,2,5
613,senior,non-science,2,2
614,junior,non-science,2,4
615,sophomore,non-science,2,5
616,sophomore,science,2,5
617,senior,non-science,2,3
618,graduate,non-science,2,4
619,graduate,non-science,2,5
620,junior,science,2,4
621,junior,science,2,4
622,senior,science,2,5
623,senior,non-science,2,4
624,junior,non-science,2,4
625,senior,non-science,2,5
626,senior,science,2,5
627,senior,science,2,5
628,junior,non-science,2,5
629,freshman,science,2,5
630,senior,non-science,2,4
631,junior,non-science,2,5
632,senior,science,2,5
633,senior,science,2,5
634,junior,science,2,5
635,senior,science,2,5
636,sophomore,non-science,2,3
637,sophomore,science,2,4
638,sophomore,non-science,2,4
639,sophomore,non-science,2,4
640,senior,non-science,2,5
641,sophomore,non-science,2,3
642,junior,non-science,2,2
643,sophomore,non-science,2,3
644,junior,science,2,5
645,sophomore,non-science,2,4
646,sophomore,science,2,5
647,freshman,science,2,5
648,freshman,science,2,3
649,sophomore,science,2,3
650,sophomore,science,2,3
651,sophomore,science,2,3
652,senior,science,2,5
653,sophomore,science,2,4
654,sophomore,science,2,4
655,sophomore,science,2,4
656,senior,non-science,2,4
657,freshman,science,2,4
658,sophomore,science,2,4
659,senior,non-science,2,3
660,sophomore,science,2,3
661,senior,science,2,2
662,sophomore,science,2,5
663,sophomore,science,2,4
664,freshman,non-science,2,4
665,senior,science,2,5
666,freshman,science,2,4
667,senior,non-science,2,3
668,junior,non-science,2,5
669,senior,science,2,5
670,junior,science,2,5
671,senior,science,2,5
672,junior,science,2,5
673,sophomore,non-science,2,5
674,junior,science,2,4
675,junior,non-science,2,5
676,senior,non-science,2,3
677,junior,non-science,2,5
678,senior,science,2,5
679,junior,non-science,2,5
680,senior,non-science,2,5
681,sophomore,science,2,5
682,junior,science,2,5
683,graduate,science,2,4
684,senior,science,2,5
685,junior,non-science,2,3
686,senior,non-science,2,4
687,sophomore,science,2,4
688,graduate,science,2,5
689,graduate,science,2,4
690,graduate,non-science,2,4
691,senior,non-science,2,5
692,senior,non-science,2,5
693,junior,science,2,5
694,senior,non-science,2,5
695,junior,science,2,5
696,senior,non-science,2,5
697,senior,non-science,2,5
698,freshman,non-science,2,5
699,sophomore,science,2,5
700,freshman,science,2,4
701,freshman,science,2,4
702,senior,non-science,2,5
703,junior,science,2,5
704,senior,science,2,4
705,junior,science,2,4
706,junior,science,2,2
707,senior,science,2,5
708,junior,science,2,5
709,sophomore,non-science,2,4
710,senior,science,2,5
711,senior,science,2,5
712,senior,science,2,5
713,senior,science,2,5
714,senior,science,2,5
715,junior,non-science,2,5
716,senior,science,2,5
717,senior,non-science,2,5
718,senior,science,2,5
719,senior,science,2,5
720,senior,non-science,2,5
721,senior,non-science,2,5
722,senior,non-science,2,4
723,senior,science,2,5
724,senior,non-science,2,4
725,graduate,non-science,2,5
726,senior,non-science,2,5
727,senior,non-science,2,4
728,sophomore,non-science,2,4
729,sophomore,non-science,2,4
730,sophomore,non-science,2,5
731,junior,science,2,5
732,senior,non-science,2,5
733,junior,science,2,4
734,junior,non-science,2,4
735,senior,non-science,2,4
736,sophomore,science,2,5
737,junior,non-science,2,5
738,sophomore,science,2,5
739,junior,science,2,5
740,sophomore,science,2,4
741,sophomore,science,2,4
742,junior,non-science,2,5
743,junior,non-science,2,5
744,sophomore,non-science,2,5
745,sophomore,non-science,2,5
746,sophomore,science,2,5
747,sophomore,science,2,5
748,sophomore,non-science,2,4
749,sophomore,non-science,2,5
750,sophomore,non-science,2,5
751,sophomore,science,2,4
752,graduate,non-science,2,5
753,freshman,science,2,5
754,senior,science,2,5
755,sophomore,science,2,5
756,senior,non-science,2,4
757,senior,non-science,2,5
758,sophomore,science,2,4
759,sophomore,science,2,5
760,junior,science,2,4
761,junior,non-science,2,4
762,sophomore,science,2,4
763,junior,science,2,4
764,sophomore,non-science,2,4
765,junior,science,2,5
766,senior,science,2,4
767,junior,non-science,2,5
768,sophomore,non-science,2,3
769,junior,non-science,2,4
770,sophomore,non-science,2,4
771,junior,non-science,2,4
772,senior,non-science,2,4
773,sophomore,non-science,2,5
774,junior,non-science,2,4
775,junior,science,2,4
776,junior,science,2,4
777,sophomore,science,2,4
778,junior,non-science,2,5
779,sophomore,science,2,5
780,junior,non-science,2,4
781,junior,non-science,2,5
782,sophomore,science,2,5
783,sophomore,science,2,3
784,graduate,non-science,2,5
785,sophomore,science,2,4
786,junior,non-science,2,4
787,senior,non-science,2,4
788,graduate,non-science,2,4
789,freshman,non-science,2,5
790,freshman,science,2,5
791,sophomore,non-science,2,4
792,freshman,science,2,4
793,freshman,science,2,5
794,senior,non-science,2,5
795,freshman,science,2,5
796,junior,science,2,2
797,freshman,non-science,2,4
798,sophomore,science,2,5
799,junior,non-science,2,4
800,sophomore,non-science,2,4
801,junior,non-science,2,5
802,sophomore,science,2,5
803,junior,non-science,2,4
804,freshman,science,2,4
805,sophomore,non-science,2,4
806,junior,science,2,5
807,sophomore,science,2,5
808,freshman,non-science,2,5
809,sophomore,science,2,4
810,sophomore,science,2,4
811,sophomore,non-science,2,3
812,sophomore,non-science,2,4
813,junior,science,2,4
814,freshman,science,2,5
815,freshman,non-science,2,5
816,freshman,science,2,4
817,sophomore,science,2,5
818,senior,science,2,5
819,sophomore,science,2,5
820,junior,science,2,5
821,sophomore,science,2,5
822,sophomore,science,2,5
823,junior,science,2,4
824,sophomore,science,2,4
825,junior,science,2,5
826,NA,non-science,2,5
827,senior,science,2,5
828,sophomore,non-science,2,5
829,junior,non-science,2,5
830,junior,non-science,2,5
831,senior,non-science,2,4
832,junior,non-science,2,4
833,sophomore,non-science,2,3
834,freshman,non-science,2,2
835,freshman,non-science,2,3
836,senior,non-science,2,4
837,senior,science,2,4
838,senior,non-science,2,2
839,graduate,non-science,2,5
840,junior,science,2,5
841,sophomore,science,2,5
842,junior,science,2,4
843,graduate,science,2,3
844,graduate,science,2,4
845,graduate,non-science,2,4
846,graduate,non-science,2,4
847,graduate,non-science,2,5
848,freshman,science,2,4
849,junior,non-science,2,3
850,freshman,non-science,2,4
851,freshman,science,2,5
852,sophomore,non-science,2,4
853,freshman,science,2,4
854,freshman,science,2,3
855,freshman,science,2,3
856,junior,science,2,4
857,freshman,non-science,2,4
858,freshman,science,2,4
859,junior,science,2,4
860,junior,science,2,5
861,junior,non-science,2,5
862,sophomore,non-science,2,5
863,freshman,science,2,5
864,sophomore,non-science,2,5
865,freshman,non-science,2,1
866,senior,science,2,5
867,freshman,non-science,2,5
868,junior,science,2,4
869,junior,science,2,5
870,senior,science,2,5
871,senior,science,2,3
872,junior,science,2,5
873,freshman,science,2,5
874,freshman,non-science,2,5
875,freshman,science,2,3
876,freshman,science,2,4
877,sophomore,non-science,2,4
878,freshman,science,2,3
879,freshman,science,2,5
880,freshman,science,2,5
881,freshman,non-science,2,5
882,freshman,non-science,2,5
883,freshman,non-science,2,5
884,freshman,science,2,5
885,junior,science,2,4
886,freshman,non-science,2,5
887,sophomore,science,2,4
888,senior,science,2,4
889,sophomore,science,2,5
890,junior,science,2,5
891,freshman,science,2,5
892,sophomore,science,2,5
893,sophomore,non-science,2,5
894,sophomore,science,2,5
895,sophomore,science,2,5
896,graduate,science,2,5
897,freshman,non-science,2,5
898,freshman,science,2,5
899,freshman,science,2,5
900,senior,science,2,5
901,senior,science,2,5
902,senior,science,2,4
903,junior,science,2,5
904,junior,science,2,5
905,junior,science,2,5
906,junior,science,2,4
907,graduate,non-science,2,2
908,graduate,non-science,2,5
909,graduate,non-science,2,5
910,graduate,science,2,4
911,graduate,science,2,5
912,graduate,non-science,2,4
913,graduate,non-science,2,3
914,junior,non-science,2,5
915,junior,science,2,4
916,senior,science,2,5
917,senior,science,2,5
918,junior,science,2,4
919,sophomore,non-science,2,5
920,graduate,science,2,3
921,junior,science,2,4
922,sophomore,science,2,5
923,sophomore,science,2,4
924,graduate,science,2,5
925,graduate,science,2,5
926,graduate,science,2,5
927,graduate,non-science,2,4
928,senior,non-science,2,5
929,senior,science,2,5
930,graduate,science,2,5
931,junior,science,2,5
932,senior,science,2,5
933,senior,non-science,2,3
934,sophomore,science,2,5
935,sophomore,science,2,5
936,junior,non-science,2,5
937,sophomore,science,2,5
938,sophomore,non-science,2,5
939,senior,non-science,2,5
940,junior,non-science,2,5
941,senior,non-science,2,4
942,graduate,non-science,2,5
943,graduate,science,2,5
944,junior,science,2,5
945,freshman,non-science,2,5
946,graduate,non-science,2,5
947,graduate,science,2,3
948,graduate,science,2,5
949,graduate,science,2,3
950,senior,science,2,4
951,senior,non-science,2,5
952,junior,science,2,5
953,sophomore,science,2,5
954,junior,science,2,4
955,junior,science,2,5
956,freshman,non-science,2,5
957,freshman,non-science,2,5
958,sophomore,non-science,2,5
959,freshman,science,2,4
960,freshman,science,2,4
961,graduate,non-science,2,5
962,graduate,science,2,5
963,senior,science,2,5
964,senior,science,2,5
965,senior,non-science,2,5
